Scenario,Month,Precip,SnowDelta,ResDelta,SoilDelta,Act EvapoTrans,Ag Irrigation,Muni & Domest,Environmental Flows,Outflow Willamette,Ag Irrig Consumed,Muni & Domest Consumed
2070 - 2100 Reference ,Jul,2.0690609644,-0.186334371238,-0.397409969402,-6.62278757066,6.14000499,0.280870595748,0.268199352412,1.4813740366,3.13558788569,0.210652946811,0.0854572745254
2070 - 2100 Reference ,Aug,2.7718365423,-0.0320173600461,-0.730756861022,-2.43028536648,4.06359933667,0.0725327277287,0.260722392281,1.49371882024,1.90129679319,0.0543995457966,0.0830521989603
2070 - 2100 Reference ,Sep,5.63490830949,-0.00306972270755,-1.25498057762,2.22680607638,2.71976926333,0.0394078601238,0.207922680901,1.67066071905,1.9463832701,0.0295558950928,0.0455506513303
2070 - 2100 HighClim s,Ann,154.949736433,1.37266321314e-17,-0.0699077916771,15.9409696478,33.9786040208,1.24277579475,4.18048908352e-09,14.8153863371,105.249788627,0.930533888604,0.298464885581
2070 - 2100 HighClim s,Oct,12.0562409427,-1.29324833333e-08,-1.2201618139,8.83778539677,1.75621906667,0.0283361630822,0.169381226689,1.72826970936,2.68239830611,0.0212521223117,0.0112298666597
2070 - 2100 HighClim s,Nov,24.6010166101,0.00165494922963,-0.852155272966,18.2053770717,1.09896835767,0.0,0.151414328154,0.0,6.14717150439,0.0,4.09811399235e-05
2070 - 2100 HighClim s,Dec,28.554892405,0.230790137246,-0.0431693754139,11.7952172695,0.997872256667,0.0,0.158044764191,0.0,15.5741821171,0.0,0.0
2070 - 2100 HighClim s,Jan,21.1954422312,0.299041411167,0.034828304338,0.29448794437,1.19010527733,0.0,0.160199925027,0.0,19.376979294,0.0,0.0
2070 - 2100 HighClim s,Feb,20.5317540392,0.046140341,1.84676919787,2.34598369002,1.52705421333,0.000764645849283,0.144522872927,0.0,14.765806597,0.000573484386962,0.0
2070 - 2100 HighClim s,Mar,17.6228285525,-0.119878877667,1.74461759196,-2.66179927832,2.53570773333,0.0541025545594,0.160527737332,0.0,16.1241813832,0.0405769159196,0.000208509327775
2070 - 2100 HighClim s,Apr,12.7425851994,-0.0987552696667,1.16362724378,-3.54566316205,3.42886471667,0.148605126756,0.161249996064,3.41292118321,11.7945116707,0.111453845067,0.0048885921709
2070 - 2100 HighClim s,May,8.04212108497,-0.235255160692,0.39688139514,-5.50982165692,5.14299765333,0.284800874137,0.18898364016,2.9627480732,8.24731885411,0.213600655603,0.0217714103392
2070 - 2100 HighClim s,Jun,2.90707039017,-0.110053869004,-0.27754259151,-7.37628738105,5.89550871,0.352698663099,0.214691691004,2.01631466093,4.77544552174,0.264523997324,0.0462683094813
2070 - 2100 HighClim s,Jul,1.13604286734,-0.0136836425956,-0.697147114586,-5.37179478415,4.94252285333,0.251977818439,0.268195700255,1.4813740366,2.27614555534,0.188983363829,0.0854561107545
2070 - 2100 HighClim s,Aug,1.73633527405,-2.09987e-09,-0.972939926727,-2.19544488998,3.26375869333,0.0711882123423,0.260718850223,1.49371882024,1.64096139952,0.0533911592567,0.0830510705595
2070 - 2100 HighClim s,Sep,3.72288814167,-3.98511333333e-09,-1.19351542966,1.12292942791,2.17227249,0.0482377932078,0.20791987043,1.67066071905,1.62120165741,0.0361783449058,0.0455500351481
2070 - 2100 Extreme sc,Ann,154.949736433,2.98309254504e-17,-0.0636107216891,15.6830217397,34.3258843307,1.98721335959,6.68465204384e-09,14.8153863371,105.160561373,1.49263259679,0.458738082614
2070 - 2100 Extreme sc,Oct,12.0562409427,-1.208563e-08,-0.992226883136,8.75867999768,1.89276855,0.173383165463,0.259708314302,1.72826970936,2.39701929025,0.130037374097,0.0172184942037
2070 - 2100 Extreme sc,Nov,24.6010166101,0.00165742354633,-0.52505185758,18.1467623526,1.18307191,0.0,0.232160090958,0.0,5.79457678152,0.0,6.28354485489e-05
2070 - 2100 Extreme sc,Dec,28.554892405,0.231194906651,-0.0419789570977,12.101046633,1.10177304433,0.0,0.242346325507,0.0,15.1628567782,0.0,0.0
2070 - 2100 Extreme sc,Jan,21.1954422312,0.299706574267,0.0324121514532,0.606635039857,1.17061719433,0.0,0.246249293175,0.0,19.0860712713,0.0,0.0
2070 - 2100 Extreme sc,Feb,20.5317540392,0.0465044693333,0.0890527681356,3.43996162346,1.45621547667,0.0,0.222151537096,0.0,15.5000197016,0.0,0.0
2070 - 2100 Extreme sc,Mar,17.6228285525,-0.119793202667,1.7055265313,-3.25848679374,2.31333651667,0.0,0.246753260166,0.0,16.982245501,0.0,0.000320507657741
2070 - 2100 Extreme sc,Apr,12.7425851994,-0.0985916973333,1.71229481954,-3.70728489353,3.09738621667,0.00578707635628,0.2478634081,3.41292118321,11.7387807541,0.00434030726721,0.00751443803433
2070 - 2100 Extreme sc,May,8.04212108497,-0.23585947166,0.676440084769,-5.49935818623,4.86977965,0.184788453565,0.290493899305,2.9627480732,8.23111900809,0.138591340174,0.0334656589127
2070 - 2100 Extreme sc,Jun,2.90707039017,-0.111001659295,-0.229290201772,-7.23689055011,5.67331388667,0.314419044713,0.33001064796,2.01631466093,4.81093891468,0.235814283535,0.0711207523749
2070 - 2100 Extreme sc,Jul,1.13604286734,-0.0138173243453,-0.687200130228,-5.81879453759,5.35084663333,0.490117445748,0.412253701275,1.4813740366,2.30500822617,0.367588084311,0.131357802651
2070 - 2100 Extreme sc,Aug,1.73633527405,-2.34345e-09,-0.879009362369,-2.70207565274,3.78733256333,0.479524694629,0.400760756067,1.49371882024,1.53008772816,0.359643520971,0.127660925074
2070 - 2100 Extreme sc,Sep,3.72288814167,-4.06850666667e-09,-0.924579684707,0.852826707147,2.40707870667,0.342156915242,0.319601430606,1.67066071905,1.38756241663,0.256617686432,0.0700166682574
