Scenario,Month,Precip,SnowDelta,ResDelta,SoilDelta,Act EvapoTrans,Ag Irrigation,Muni & Domest,Environmental Flows,Outflow Willamette,Ag Irrig Consumed,Muni & Domest Consumed
2070 - 2100 Reference ,Dec,34.2390089508,0.387956448418,0.0148408403273,12.7304004552,1.31239453067,0.0,0.176113173431,0.0,19.7934166762,0.0,0.0
2070 - 2100 Reference ,Jan,23.5947849812,0.40288083,0.0485886355363,1.63307653615,1.5099922,0.0,0.177554470986,0.0,20.0002467796,0.0,0.0
2070 - 2100 Reference ,Feb,16.0946773996,0.457139224667,1.84333435337,-1.9052658139,1.80812544,0.00197609011085,0.166552716249,0.0,13.8913441955,0.00148206758314,0.0
2070 - 2100 Reference ,Mar,21.7722903382,0.255287955333,1.80882064792,0.38233131339,2.83232388333,0.0820235084911,0.196179613025,0.0,16.4935265382,0.0615176313683,0.000292792217603
2070 - 2100 Reference ,Apr,13.3407846003,-0.3676442,1.40613988905,-4.6473079641,3.97730535667,0.148930350597,0.203486940827,3.41292118321,12.9722915187,0.111697762948,0.00644542781849
2070 - 2100 Reference ,May,8.55475631084,-0.608077386667,0.757998219081,-7.6506234375,6.05588757667,0.254918994772,0.222574446762,2.9627480732,9.99957133926,0.191189246079,0.0261645811062
2070 - 2100 Reference ,Jun,5.19834863324,-0.4244731991,0.0323332272368,-9.0083400823,7.41691545333,0.302719851087,0.222398852516,2.01631466093,7.18191323407,0.227039888315,0.0482411996895
2070 - 2100 Reference ,Jul,2.0690609644,-0.143861823428,-0.0554516820116,-10.3022003881,8.16466816333,0.258843394521,0.229974248222,1.4813740366,4.40590669461,0.194132545891,0.0734610999468
2070 - 2100 Reference ,Aug,2.7718365423,-0.0156594478486,-0.178415997139,-5.41498004342,5.45205320333,0.0672894496986,0.222906945564,1.49371882024,2.92883882738,0.050467087274,0.0702467759772
2070 - 2100 Reference ,Sep,5.63490830949,-0.000163802742283,-1.71908843592,0.334980315235,3.44446436667,0.0379577356082,0.203924918363,1.67066071905,3.57471586625,0.0284683017061,0.0435645521834
2070 - 2100 HighClim s,Ann,154.949736433,1.92174835073e-17,-0.0534482581537,1.50001830814,43.0932979584,1.30724376903,2.25173978122,14.8153863371,110.539221347,0.978723915364,0.280302766989
2070 - 2100 HighClim s,Oct,12.0562409427,-1.09129628317e-05,-2.16034553657,8.08810510805,1.98338326667,0.0287128058881,0.19513809264,1.72826970936,4.14510901752,0.021534604416,0.0118534773971
2070 - 2100 HighClim s,Nov,24.6010166101,0.0281927367159,-1.73444631932,17.214544821,1.26605320867,0.0,0.177125406934,0.0,7.82667216302,0.0,0.0
2070 - 2100 HighClim s,Dec,28.554892405,0.200150793563,-0.108710313448,12.1695484191,1.10455983933,0.0,0.176134050464,0.0,15.1893436665,0.0,0.0
2070 - 2100 HighClim s,Jan,21.1954422312,0.232917569333,0.099050337901,2.2862417955,1.35341044033,0.0,0.177574045155,0.0,17.2238220882,0.0,0.0
2070 - 2100 HighClim s,Feb,20.5317540392,0.0301324166667,2.00649758115,1.79759753146,1.77542041,0.00241843395226,0.16657143954,0.0,14.9221060999,0.0018138254642,0.0
2070 - 2100 HighClim s,Mar,17.6228285525,-0.146965545,1.77412099476,-2.53214432525,3.03993607667,0.114156541668,0.19620233789,0.0,15.4878813513,0.0856174062508,0.000292826602952
2070 - 2100 HighClim s,Apr,12.7425851994,-0.0741254633333,1.3602707699,-4.50644824505,4.10126465333,0.18681475197,0.203511238924,3.41292118321,11.8616234846,0.140111063977,0.00644619964951
2070 - 2100 HighClim s,May,8.04212108497,-0.184457426217,0.710219934681,-7.91920365982,6.46986300333,0.300122931313,0.222601637619,2.9627480732,8.96569923299,0.225092198485,0.0261677820029
2070 - 2100 HighClim s,Jun,2.90707039017,-0.0779338034267,0.0209954758515,-10.7359616806,7.93450535,0.332233253961,0.222426349475,2.01631466093,5.76546504832,0.249174940471,0.0482471654839
2070 - 2100 HighClim s,Jul,1.13604286734,-0.00788214827777,-0.0988526487245,-9.53360162837,7.26218168,0.228046662562,0.230002691109,1.4813740366,3.51419761271,0.171034996921,0.0734701846433
2070 - 2100 HighClim s,Aug,1.73633527405,-0.000106219880748,-0.310598597052,-4.64966308886,4.25167843667,0.0665792207535,0.222934190853,1.49371882024,2.44502474317,0.0499344155651,0.0702553652815
2070 - 2100 HighClim s,Sep,3.72288814167,8.8002819213e-05,-1.61164993728,-0.178996739045,2.50738439667,0.0458806184177,0.203949292897,1.67066071905,3.00606241851,0.0344104638132,0.043569765928
2070 - 2100 Extreme sc,Ann,154.949736433,6.50521303491e-18,-0.0595316174815,1.47363142357,44.1715307525,3.56873853284,3.23611102495,14.8153863371,109.489958812,2.67813552178,0.421517769331
2070 - 2100 Extreme sc,Oct,12.0562409427,-1.09705519764e-05,-2.06015947481,7.83877419864,2.22776325333,0.257340668396,0.291798537313,1.72826970936,4.0498739361,0.193005501297,0.017730883921
2070 - 2100 Extreme sc,Nov,24.6010166101,0.0281737744386,-1.64165117571,17.1902594621,1.39355415633,0.0,0.264422611605,0.0,7.63068039292,0.0,0.0
2070 - 2100 Extreme sc,Dec,28.554892405,0.20017848116,-0.0964255575739,12.3853177343,1.246446666,0.0,0.262687474914,0.0,14.8193750812,0.0,0.0
2070 - 2100 Extreme sc,Jan,21.1954422312,0.232811395667,0.0921048409473,2.51978843096,1.340264071,0.0,0.265542302876,0.0,17.0104734926,0.0,0.0
2070 - 2100 Extreme sc,Feb,20.5317540392,0.0300743426667,0.18459032182,2.32317846135,1.66513749333,0.0,0.249351031296,0.0,16.32877342,0.0,0.0
2070 - 2100 Extreme sc,Mar,17.6228285525,-0.147081837667,1.87610882367,-2.4858386913,2.63539105667,0.0,0.294188040231,0.0,15.7442492011,0.0,0.000439399157324
2070 - 2100 Extreme sc,Apr,12.7425851994,-0.0741672343333,2.21467934893,-4.57434051911,3.56952111333,0.0323929870146,0.305669988015,3.41292118321,11.6068924906,0.024294740261,0.00968358209155
2070 - 2100 Extreme sc,May,8.04212108497,-0.18434304031,1.24091249509,-7.75688772064,6.08085251667,0.377612677259,0.334783652867,2.9627480732,8.66158683417,0.283209507945,0.0393584580588
2070 - 2100 Extreme sc,Jun,2.90707039017,-0.0776302501533,0.118980323182,-10.7703675507,7.99192072,0.541260406017,0.334756799134,2.01631466093,5.64416714786,0.405945304513,0.0726141539122
2070 - 2100 Extreme sc,Jul,1.13604286734,-0.00798569004803,-0.104891878299,-9.97623114811,8.04763166667,0.819448975996,0.346164674064,1.4813740366,3.17751991713,0.614586731997,0.110575335554
2070 - 2100 Extreme sc,Aug,1.73633527405,-0.000106483876034,-0.343500373803,-4.96952198512,5.00757443667,0.876182927987,0.335295038649,1.49371882024,2.04188968018,0.65713719599,0.105667027758
2070 - 2100 Extreme sc,Sep,3.72288814167,8.75130078182e-05,-1.54027931092,-0.250499248736,2.92915514333,0.666608719699,0.306343605065,1.67066071905,2.58442404498,0.499956539774,0.0654489288771
